,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3243,Lao PDR,H011200,2006-06-19,2006,6,19,26.4,6.0,168.0,25.6,1.405,0.684,0.412,0.057,1.271,0.651,0.626,0.308,0.086,0.029,7.2,1.536
1082,Cambodia,H014901,2006-06-20,2006,6,20,31.6,6.98,63.0,17.83,0.902,0.316,0.533,0.0438,1.0591,0.456,0.17,0.3023,0.0066,0.0748,7.475,1.546
1224,Cambodia,H440103,2006-06-20,2006,6,20,31.5,6.95,24.0,3.93,0.176,0.057,0.1386,0.0503,0.3332,0.037,0.0323,0.1455,0.0065,0.0742,7.468,0.835
1089,Cambodia,H019801,2006-06-20,2006,6,20,31.5,7.08,9.5,16.49,0.824,0.3,0.4506,0.043,1.079,0.365,0.288,0.5471,0.0206,0.0818,7.348,1.915
1219,Cambodia,H440102,2006-06-20,2006,6,20,31.0,6.8,24.0,3.98,0.178,0.057,0.1326,0.0508,0.333,0.021,0.0446,0.1576,0.0054,0.072,8.07,1.718
1099,Cambodia,H019802,2006-06-20,2006,6,20,31.4,6.99,12.5,16.8,0.832,0.273,0.473,0.0422,1.0671,0.428,0.219,0.4981,0.0107,0.1074,7.083,2.228
1153,Cambodia,H020103,2006-06-21,2006,6,21,31.8,7.08,158.0,13.38,0.717,0.28,0.3256,0.0446,0.948,0.188,0.127,0.2351,0.0289,0.0487,7.081,1.369
1143,Cambodia,H020102,2006-06-21,2006,6,21,31.5,7.08,42.5,17.06,0.896,0.316,0.3726,0.0433,1.0314,0.212,0.279,0.5019,0.059,0.0536,6.647,1.646
1123,Cambodia,H019807,2006-06-22,2006,6,22,31.9,7.13,16.5,15.68,0.906,0.214,0.4056,0.0407,0.9639,0.287,0.276,0.5998,0.0132,0.0791,7.306,1.526
1111,Cambodia,H019806,2006-06-22,2006,6,22,31.5,7.15,11.0,15.33,0.825,0.312,0.4156,0.0419,0.9282,0.305,0.234,0.5433,0.0115,0.0829,7.925,1.723
3267,Lao PDR,H013900,2006-07-12,2006,7,12,28.2,6.88,234.0,12.84,0.779,0.264,0.224,0.058,0.93,0.256,0.136,0.287,0.053,0.038,7.5,2.734
3315,Lao PDR,H390105,2006-07-12,2006,7,12,28.5,6.77,154.0,5.15,0.221,0.112,0.118,0.06,0.272,0.085,0.142,0.174,0.095,0.055,7.2,3.871
3303,Lao PDR,H350101,2006-07-12,2006,7,12,29.0,6.7,128.0,6.27,0.234,0.105,0.204,0.072,0.297,0.092,0.218,0.266,0.086,0.032,6.6,4.392
3295,Lao PDR,H320101,2006-07-13,2006,7,13,25.0,7.47,122.0,18.69,1.55,0.246,0.046,0.038,1.522,0.119,0.259,0.452,0.04,0.033,7.9,2.734
3256,Lao PDR,H013401,2006-07-13,2006,7,13,27.0,7.22,74.0,16.27,1.065,0.353,0.157,0.04,1.43,0.103,0.122,0.492,0.03,0.037,6.62,2.734
5658,Viet Nam,H988114,2006-07-15,2006,7,15,26.7,6.66,156.0,12.2,0.64,0.249,0.263,0.045,0.689,0.303,0.204,0.369,0.121,0.162,6.55,3.68
5650,Viet Nam,H451303,2006-07-15,2006,7,15,21.4,7.08,60.0,6.6,0.225,0.116,0.221,0.059,0.357,0.249,0.057,0.401,0.136,0.135,7.12,3.36
5626,Viet Nam,H039801,2006-07-15,2006,7,15,26.1,7.38,178.0,11.4,0.615,0.2279999999999999,0.221,0.04,0.737,0.271,0.152,0.378,0.133,0.166,7.17,3.11
5617,Viet Nam,H019805,2006-07-15,2006,7,15,26.1,6.62,134.0,16.1,0.742,0.43,0.365,0.054,0.737,0.544,0.291,0.501,0.148,0.211,5.66,5.28
5602,Viet Nam,H019803,2006-07-15,2006,7,15,25.8,7.52,317.0,11.1,0.635,0.251,0.23,0.034,0.757,0.253,0.124,0.372,0.119,0.335,5.72,4.53
5671,Viet Nam,H988316,2006-07-15,2006,7,15,26.2,7.16,114.0,12.8,0.747,0.134,0.305,0.054,0.747,0.311,0.243,0.215,0.117,0.281,5.57,3.56
4660,Thailand,H380128,2006-07-17,2006,7,17,31.0,7.31,58.000000000000064,13.93,0.3039426523297491,0.2175388291517324,0.7416825598643781,0.0758611792026835,0.529761343269503,0.6742807094372673,0.040378803651758,0.375,0.0460224719101123,0.0771547887998904,6.65,4.16
4622,Thailand,H013801,2006-07-17,2006,7,17,28.0,7.72,191.5,12.54,0.7187574671445639,0.3937873357228197,0.1505671362130692,0.0310851730706474,1.120648995377795,0.1234946354280709,0.0698216813144982,0.33,0.0792808988764045,0.1620455945779421,6.65,4.16
3287,Lao PDR,H230103,2006-07-17,2006,7,17,29.3,7.18,6.0,10.89,0.716,0.235,0.145,0.042,0.97,0.133,0.122,0.081,0.024,0.023,5.15,1.443
4633,Thailand,H050104,2006-07-17,2006,7,17,28.0,7.63,72.16666666666684,9.44,0.4377538829151732,0.3899641577060932,0.1951796210169416,0.0678166764060804,0.9916045656070184,0.0246989270856141,0.0206100143639181,0.185,0.0756853932584269,0.1373998767714109,7.25,5.76
4611,Thailand,H013101,2006-07-17,2006,7,17,28.5,7.77,75.16666666666664,14.46,0.732520908004779,0.4201672640382319,0.2732514694237183,0.0383707605090804,1.144043014809924,0.2395795927304576,0.0605682054776371,0.33,0.1071460674157303,0.0819470117067159,6.5,3.52
4648,Thailand,H310102,2006-07-17,2006,7,17,29.5,7.13,47.49999999999983,7.01,0.1280764635603345,0.198805256869773,0.2955577118256544,0.0452009987326113,0.3765682482784643,0.2963871250273702,0.0273308348948573,0.095,0.1107415730337078,0.0497706579037447,6.6,4.489208633093526
1090,Cambodia,H019801,2006-07-18,2006,7,18,29.3,6.49,121.0,9.52,0.58,0.1,0.2251,0.0325,0.697,0.112,0.1301,0.1958,0.019,0.2263,7.368,5.3254
1100,Cambodia,H019802,2006-07-18,2006,7,18,28.9,7.07,90.0,8.3,0.5,0.2,0.2321,0.0407,0.6773,0.113,0.1126,0.1857,0.031,0.1731,8.003,1.9171
1133,Cambodia,H020101,2006-07-18,2006,7,18,29.2,6.72,118.0,10.34,0.54,0.26,0.2231,0.0322,0.767,0.109,0.1236,0.1778,0.0196,0.1775,8.441,1.4911
1185,Cambodia,H033401,2006-07-19,2006,7,19,29.0,6.8,132.0,9.46,0.5,0.16,0.2711,0.0467,0.6844,0.128,0.1307,0.1958,0.033,0.2326,6.726,2.3431
1112,Cambodia,H019806,2006-07-19,2006,7,19,28.4,6.96,99.0,10.65,0.62,0.18,0.2321,0.0323,0.8233,0.089,0.1607,0.1584,0.0163,0.1889,7.805,2.1301
1202,Cambodia,H033403,2006-07-19,2006,7,19,30.3,6.9,139.0,8.62,0.52,0.16,0.2321,0.0338,0.638,0.127,0.1094,0.2649,0.0183,0.2529,8.578,1.9171
1194,Cambodia,H033402,2006-07-19,2006,7,19,29.5,6.85,113.0,8.87,0.58,0.14,0.2371,0.0336,0.7233,0.123,0.1011,0.1632,0.0176,0.2231,7.782,4.8994
1225,Cambodia,H440103,2006-07-19,2006,7,19,28.0,6.47,64.0,3.9,0.12,0.1,0.1471,0.0402,0.31,0.057,0.0379,0.1232,0.0303,0.1522,8.006,2.3431
1232,Cambodia,H450101,2006-07-20,2006,7,20,29.0,6.61,29.0,5.19,0.18,0.12,0.1871,0.0393,0.368,0.089,0.0352,0.1324,0.0256,0.1478,8.533,4.0473
1144,Cambodia,H020102,2006-07-20,2006,7,20,29.1,6.93,94.0,10.02,0.56,0.22,0.2541,0.0356,0.77,0.138,0.1298,0.2504,0.052,0.1781,7.613,0.639
1212,Cambodia,H430102,2006-07-20,2006,7,20,27.0,6.6,99.0,3.71,0.14,0.08,0.1041,0.0231,0.229,0.07,0.043,0.0603,0.021,0.1319,7.874,1.065
1073,Cambodia,H014501,2006-07-20,2006,7,20,28.3,7.02,117.0,13.59,0.84,0.18,0.2471,0.0312,1.0755,0.119,0.2141,0.308,0.0176,0.1908,8.803,1.4911
1154,Cambodia,H020103,2006-07-20,2006,7,20,30.2,7.01,94.0,9.38,0.56,0.18,0.2221,0.0354,0.7389,0.111,0.1163,0.2618,0.05,0.1775,7.559,1.9171
3316,Lao PDR,H390105,2006-08-14,2006,8,14,27.7,7.8,16.0,17.25,1.168,0.378,0.161,0.086,1.447,0.063,0.325,0.514,0.012,0.024,9.3,2.887
4634,Thailand,H050104,2006-08-15,2006,8,15,27.0,7.91,206.33333333333343,9.61,0.3930744033692092,0.3930744033692092,0.2554064755021693,0.0491850960332982,0.9617691154422788,0.0253255500673551,0.0189275642117616,0.275,0.0,0.240174672489083,6.8,7.657945118059986
4640,Thailand,H290103,2006-08-15,2006,8,15,29.0,6.9,8.166666666666808,8.18,0.0430510060832943,0.1853065044454843,0.5119282631244354,0.0321347976530765,0.2503748125937031,0.4507947911989224,0.0148451484013816,0.1,0.0046125461254612,0.0366248767432032,3.7,6.126356094447991
4649,Thailand,H310102,2006-08-15,2006,8,15,29.0,7.33,14.33333333333342,7.64,0.2208703790360318,0.1722040243331773,0.3780908087128183,0.0265182287748859,0.4055472263868065,0.2998545127974854,0.0293191680927287,0.115,0.0119926199261992,0.0359205521904493,6.55,6.892150606253989
3288,Lao PDR,H230103,2006-08-15,2006,8,15,28.6,6.9,16.0,10.7,0.759,0.215,0.146,0.023,0.948,0.158,0.046,0.155,0.018,0.015,5.71,1.536
4623,Thailand,H013801,2006-08-15,2006,8,15,27.0,7.92,309.1666666666668,12.18,0.685072531586336,0.3762283575105287,0.2554064755021693,0.0202998846597462,1.062968515742129,0.078509205208801,0.2079063033613498,0.285,0.0,0.2225665586702352,6.4,8.806636885768986
4661,Thailand,H380128,2006-08-15,2006,8,15,26.0,7.4,74.6666666666667,8.95,0.1965372016846046,0.160973327094057,0.4003970511147545,0.0279223709944335,0.525487256371814,0.2595868881903907,0.014474019691347,0.155,0.0267527675276752,0.0732497534864065,5.9,7.657945118059986
3304,Lao PDR,H350101,2006-08-15,2006,8,15,28.7,7.34,36.0,6.7,0.35,0.156,0.116,0.033,0.362,0.136,0.128,0.282,0.026,0.024,7.3,1.351
3322,Lao PDR,H910108,2006-08-15,2006,8,15,30.0,6.7,10.0,12.6,0.587,0.202,0.389,0.082,0.446,0.487,0.216,0.33,0.045,0.05,2.35,6.359
3296,Lao PDR,H320101,2006-08-17,2006,8,17,27.0,7.58,142.0,16.44,1.335,0.21,0.071,0.013,1.376,0.089,0.134,0.285,0.008,0.017,7.5,2.58
1091,Cambodia,H019801,2006-08-17,2006,8,17,27.7,6.86,203.0,7.71,0.58,0.02,0.1721,0.0341,0.6194,0.052,0.093,0.185,0.0727,0.2977,6.5544,4.4916
1176,Cambodia,H020108,2006-08-17,2006,8,17,28.0,7.15,63.0,9.86,0.6,0.22,0.2733,0.0389,0.7522,0.12,0.17,0.2018,0.0223,0.0778,9.663,4.9102
1134,Cambodia,H020101,2006-08-17,2006,8,17,27.6,6.9,81.0,7.6,0.58,0.1,0.1583,0.0356,0.5846,0.045,0.1636,0.2022,0.0595,0.1935,6.3914,3.6544
1145,Cambodia,H020102,2006-08-17,2006,8,17,27.25,6.81,162.0,7.92,0.48,0.18,0.1539,0.0357,0.6868,0.062,0.084,0.211,0.2316,0.1737,6.5543,4.073
3257,Lao PDR,H013401,2006-08-17,2006,8,17,27.2,7.42,176.0,12.61,0.865,0.219,0.106,0.042,0.973,0.033,0.166,0.285,0.012,0.025,7.6,2.181
1155,Cambodia,H020103,2006-08-17,2006,8,17,27.3,6.85,120.0,8.06,0.5,0.18,0.1765,0.0394,0.6827,0.055,0.121,0.0661,0.1649,0.2061,8.8491,4.4916
1162,Cambodia,H020106,2006-08-17,2006,8,17,29.9,6.68,23.0,9.16,0.5,0.22,0.2144,0.0422,0.7686,0.074,0.123,0.0711,0.1215,0.0767,5.5675,6.3753
1101,Cambodia,H019802,2006-08-18,2006,8,18,27.6,6.87,126.0,8.19,0.605,0.055,0.1699,0.0353,0.6603,0.06,0.091,0.1469,0.0495,0.2045,7.8351,5.3288
1203,Cambodia,H033403,2006-08-19,2006,8,19,28.3,7.0,155.0,8.42,0.46,0.16,0.1732,0.0337,0.6971,0.061,0.092,0.2068,0.1835,0.2286,7.3392,3.2358
1233,Cambodia,H450101,2006-08-19,2006,8,19,27.0,6.17,96.0,4.36,0.26,0.04,0.1303,0.0371,0.2984,0.026,0.0996,0.2491,0.0789,0.0476,9.826,4.4916
1113,Cambodia,H019806,2006-08-19,2006,8,19,27.8,6.99,162.0,7.84,0.4,0.24,0.1825,0.0372,0.6643,0.062,0.098,0.2173,0.1983,0.2357,7.3753,4.0703
1213,Cambodia,H430102,2006-08-19,2006,8,19,26.0,6.85,92.0,3.73,0.18,0.12,0.0758,0.0243,0.3045,0.02,0.0486,0.0841,0.0378,0.0805,6.55,3.4451
1124,Cambodia,H019807,2006-08-19,2006,8,19,28.0,6.89,137.0,9.75,0.48,0.2,0.1847,0.0405,0.65,0.063,0.1736,0.2311,0.0572,0.1792,6.8833,4.0703
1186,Cambodia,H033401,2006-08-19,2006,8,19,27.9,6.95,211.0,8.04,0.48,0.2,0.1583,0.0289,0.601,0.062,0.123,0.1917,0.0479,0.2961,5.7366,3.6544
1195,Cambodia,H033402,2006-08-19,2006,8,19,28.0,6.95,237.0,7.73,0.5,0.1,0.1666,0.0373,0.5908,0.069,0.111,0.2152,0.1184,0.2944,6.5541,3.6544
1083,Cambodia,H014901,2006-08-20,2006,8,20,28.0,6.53,127.0,6.57,0.32,0.12,0.1506,0.0378,0.558,0.039,0.079,0.2357,0.0735,0.1496,6.878,5.3288
1170,Cambodia,H020107,2006-08-20,2006,8,20,29.0,6.21,30.0,8.2,0.34,0.22,0.255,0.0347,0.5744,0.101,0.1426,0.2248,0.0781,0.114,4.257,4.4916
3276,Lao PDR,H100101,2006-08-21,2006,8,21,24.3,7.19,216.0,14.29,1.001,0.3,0.165,0.054,1.324,0.021,0.248,0.285,0.032,0.062,7.7,2.844
4635,Thailand,H050104,2006-09-13,2006,9,13,25.6,7.88,125.33333333333329,10.67,0.4689331770222743,0.3151230949589683,0.1810043637486144,0.0371539078255537,0.9630046948356809,0.0282964652223489,0.0688928687304988,0.24,0.0742285237698081,0.2178239083750895,7.55,5.898305084745763
1177,Cambodia,H020108,2006-09-14,2006,9,14,29.5,6.53,75.0,10.04,0.561,0.227,0.277,0.058,0.746,0.107,0.164,0.2243,0.106,0.1012,9.8192,1.5
3258,Lao PDR,H013401,2006-09-14,2006,9,14,29.0,7.82,204.0,16.59,1.123,0.283,0.202,0.03,1.356,0.106,0.162,0.224,0.021,0.042,7.1,1.013
3305,Lao PDR,H350101,2006-09-14,2006,9,14,29.0,7.7,44.0,5.5,0.236,0.131,0.154,0.023,0.258,0.167,0.114,0.129,0.013,0.013,8.6,1.413
5672,Viet Nam,H988316,2006-09-15,2006,9,15,24.8,7.05,42.5,9.9,0.563,0.2240000000000001,0.156,0.036,0.676,0.28,0.106,0.083,0.068,0.204,5.2,2.57
5665,Viet Nam,H988115,2006-09-15,2006,9,15,23.5,7.03,131.0,10.3,0.643,0.2289999999999999,0.152,0.035,0.807,0.188,0.099,0.436,0.018,0.092,5.65,5.56
5651,Viet Nam,H451303,2006-09-15,2006,9,15,20.1,7.06,94.0,5.8,0.209,0.18,0.146,0.033,0.315,0.187,0.048,0.419,0.005,0.097,4.78,4.19
5659,Viet Nam,H988114,2006-09-15,2006,9,15,25.5,6.89,114.0,10.6,0.613,0.259,0.163,0.039,0.784,0.192,0.099,0.568,0.048,0.157,5.04,6.97
5618,Viet Nam,H019805,2006-09-15,2006,9,15,24.0,6.97,175.0,12.6,0.668,0.2839999999999999,0.187,0.038,0.824,0.251,0.201,0.078,0.028,0.183,5.66,5.81
5634,Viet Nam,H039803,2006-09-15,2006,9,15,24.8,7.03,132.0,10.3,0.603,0.264,0.148,0.034,0.786,0.237,0.09,0.514,0.012,0.132,5.77,3.31
5627,Viet Nam,H039801,2006-09-15,2006,9,15,24.2,7.2,116.0,10.7,0.663,0.249,0.144,0.034,0.799,0.195,0.097,0.127,0.109,0.132,5.82,2.65
5642,Viet Nam,H440202,2006-09-15,2006,9,15,20.2,6.5,46.0,1.5,0.09,0.015,0.04,0.012,0.092,0.042,0.01,0.283,0.014,0.1,4.19,1.77
5603,Viet Nam,H019803,2006-09-15,2006,9,15,23.8,7.12,318.0,10.2,0.633,0.254,0.144,0.032,0.813,0.222,0.07,0.388,0.112,0.106,4.63,4.81
5611,Viet Nam,H019804,2006-09-15,2006,9,15,24.4,6.85,116.0,10.5,0.633,0.259,0.152,0.034,0.829,0.225,0.083,0.381,0.006,0.146,5.98,6.14
1074,Cambodia,H014501,2006-09-16,2006,9,16,29.3,6.67,188.0,11.8,0.729,0.117,0.2578,0.0376,0.9335,0.109,0.13,0.2279,0.308,0.2367,9.6292,0.642
1234,Cambodia,H450101,2006-09-16,2006,9,16,27.5,6.74,166.0,4.58,0.167,0.148,0.1354,0.0355,0.3967,0.05,0.049,0.2031,0.398,0.1433,9.7263,3.214
1214,Cambodia,H430102,2006-09-16,2006,9,16,27.2,6.08,78.0,3.6,0.128,0.148,0.0808,0.0239,0.3473,0.014,0.055,0.0669,0.177,0.0726,9.8201,1.285
3268,Lao PDR,H013900,2006-09-17,2006,9,17,28.1,7.69,304.0,12.9,0.845,0.221,0.208,0.027,0.88,0.098,0.238,0.248,0.032,0.052,7.6,1.32
1226,Cambodia,H440103,2006-09-17,2006,9,17,26.5,6.08,58.0,2.47,0.089,0.03,0.0864,0.0318,0.1934,0.01,0.049,0.0957,0.258,0.1077,9.7248,1.5
3317,Lao PDR,H390105,2006-09-17,2006,9,17,27.8,8.07,114.0,8.38,0.423,0.284,0.152,0.026,0.668,0.042,0.153,0.308,0.03,0.035,8.0,1.781
1084,Cambodia,H014901,2006-09-17,2006,9,17,29.0,6.67,130.0,7.32,0.394,0.158,0.1792,0.0324,0.6592,0.057,0.102,0.1787,0.228,0.0915,9.4401,1.285
4654,Thailand,H380104,2006-09-18,2006,9,18,31.0,7.42,31.49999999999993,13.34,0.2063305978898007,0.2438452520515826,0.686132820721492,0.03486868540676,0.6064467766116941,0.5723603192702393,0.0300155652145326,0.225,0.0441108331016587,0.0696492483894058,5.95,4.677966101694916
4650,Thailand,H310102,2006-09-18,2006,9,18,31.0,7.31,8.166666666666877,8.24,0.1669402110199296,0.2082063305978898,0.3213178240188581,0.0274417125456806,0.4604694835680751,0.3074025085518814,0.0200103768096884,0.115,0.0906310814567695,0.0417322834645669,6.4,5.084745762711864
4624,Thailand,H013801,2006-09-18,2006,9,18,29.5,7.93,240.3333333333332,15.81,0.7652989449003517,0.4576787807737396,0.2651924399107606,0.0221095269018287,1.163568075117371,0.1607753705815279,0.2118241316568448,0.27,0.0505050505050505,0.2600572655690766,7.0,6.305084745762713
4612,Thailand,H013101,2006-09-18,2006,9,18,27.0,7.71,89.16666666666671,16.53,0.6853927315357562,0.4362954279015241,0.3774432081269556,0.033535638995797,1.0651643192488265,0.2572405929304447,0.3061587651882332,0.45,0.0818274487999258,0.1455261274158912,7.05,3.864406779661017
4662,Thailand,H380128,2006-09-18,2006,9,18,31.0,7.25,16.833333333333286,10.42,0.174443141852286,0.2007033997655334,0.5037253223701751,0.0285843237550774,0.3891079812206573,0.4758950969213227,0.0200103768096884,0.155,0.0518024279492169,0.083965640658554,5.2,4.271186440677967
4641,Thailand,H290103,2006-09-18,2006,9,18,31.0,7.09,11.83333333333335,11.61,0.1294255568581477,0.1459320046893317,0.6580701286674432,0.03486868540676,0.3327699530516432,0.6495324971493729,0.0209632518958641,0.095,0.1175053285145028,0.0345740873299928,4.25,3.864406779661017
1196,Cambodia,H033402,2006-09-19,2006,9,19,30.1,6.86,69.0,9.31,0.571,0.217,0.1783,0.0362,0.825,0.072,0.101,0.123,0.077,0.0969,6.7962,1.5
1187,Cambodia,H033401,2006-09-19,2006,9,19,29.3,6.89,63.0,9.35,0.571,0.187,0.1766,0.0345,0.7697,0.066,0.11,0.1014,0.214,0.0823,8.8737,2.571
1204,Cambodia,H033403,2006-09-19,2006,9,19,30.0,6.93,78.0,9.36,0.591,0.167,0.1909,0.0369,0.7914,0.069,0.106,0.1356,0.008,0.1347,7.5517,3.0
3323,Lao PDR,H910108,2006-09-19,2006,9,19,29.4,6.8,36.0,16.4,0.689,0.296,0.595,0.04,0.724,0.658,0.202,0.243,0.073,0.075,3.9,4.485
1114,Cambodia,H019806,2006-09-19,2006,9,19,29.3,6.93,122.0,9.14,0.561,0.217,0.2089,0.0346,0.7776,0.079,0.115,0.208,0.221,0.1336,5.664,1.285
1125,Cambodia,H019807,2006-09-19,2006,9,19,29.4,6.78,94.0,8.96,0.532,0.217,0.21,0.0368,0.7618,0.075,0.115,0.2007,0.225,0.1174,7.7404,0.642
3289,Lao PDR,H230103,2006-09-19,2006,9,19,27.5,6.5,42.0,11.54,0.745,0.191,0.219,0.015,0.786,0.178,0.188,0.114,0.023,0.029,6.2,3.01
3277,Lao PDR,H100101,2006-09-19,2006,9,19,26.2,7.81,240.0,19.0,1.352,0.362,0.218,0.02,1.558,0.033,0.218,0.154,0.022,0.114,6.9,1.873
3247,Lao PDR,H011901,2006-09-19,2006,9,19,27.4,6.9,304.0,18.14,1.012,0.496,0.238,0.035,1.291,0.086,0.372,0.332,0.019,0.157,7.0,1.013
1102,Cambodia,H019802,2006-09-20,2006,9,20,29.0,6.98,116.0,9.53,0.532,0.207,0.2166,0.0341,0.7263,0.084,0.105,0.1946,0.233,0.2064,8.4951,1.285
1092,Cambodia,H019801,2006-09-21,2006,9,21,29.0,6.92,95.0,9.12,0.542,0.217,0.2177,0.0346,0.7519,0.086,0.117,0.2048,0.152,0.1088,4.5306,2.785
1156,Cambodia,H020103,2006-09-21,2006,9,21,29.4,6.73,23.0,8.31,0.532,0.167,0.1819,0.0351,0.744,0.055,0.086,0.0115,0.229,0.0386,4.531,3.428
1135,Cambodia,H020101,2006-09-21,2006,9,21,29.3,6.78,27.0,9.01,0.571,0.197,0.1711,0.034,0.7914,0.059,0.104,0.066,0.113,0.0451,5.4758,1.714
1146,Cambodia,H020102,2006-09-21,2006,9,21,29.7,6.85,30.0,8.6,0.611,0.118,0.1827,0.0356,0.7993,0.056,0.088,0.0481,0.049,0.031,5.097,2.357
1163,Cambodia,H020106,2006-09-21,2006,9,21,29.5,6.73,15.0,8.11,0.512,0.177,0.183,0.0346,0.7164,0.074,0.069,0.0099,0.112,0.0391,4.7192,3.0
3318,Lao PDR,H390105,2006-10-13,2006,10,13,28.2,7.14,120.0,5.83,0.316,0.114,0.142,0.027,0.382,0.063,0.134,0.1,0.032,0.035,6.9,1.84
3269,Lao PDR,H013900,2006-10-13,2006,10,13,28.3,7.46,306.0,16.5,1.102,0.304,0.244,0.045,1.087,0.257,0.298,0.209,0.039,0.099,6.1,2.44
5652,Viet Nam,H451303,2006-10-15,2006,10,15,19.8,7.04,25.5,5.7,0.184,0.2,0.153,0.033,0.375,0.162,0.027,0.343,0.0,0.177,6.41,2.73
5604,Viet Nam,H019803,2006-10-15,2006,10,15,23.3,7.19,263.0,7.2,0.399,0.1939999999999999,0.126,0.025,0.56,0.162,0.059,0.201,0.0,0.112,5.46,4.25
5643,Viet Nam,H440202,2006-10-15,2006,10,15,19.7,7.27,25.5,1.8,0.065,0.055,0.042,0.016,0.102,0.053,0.019,0.114,0.0,0.036,6.46,1.26
4613,Thailand,H013101,2006-10-16,2006,10,16,28.0,8.22,243.5,17.62,0.95359246171967,0.5239104829210837,0.2736112475269753,0.0343470268542199,1.3613070924619384,0.1202665482007996,0.3736699650437775,0.275,0.0160649819494584,0.1484364237498278,6.7,5.433376455368695
3248,Lao PDR,H011901,2006-10-16,2006,10,16,24.2,7.3,302.0,15.86,0.906,0.348,0.251,0.064,0.956,0.241,0.38,0.415,0.122,0.167,6.6,2.06
4663,Thailand,H380128,2006-10-16,2006,10,16,30.0,7.2,28.666666666666632,7.36,0.1194817432273262,0.2340636042402826,0.3437679776620972,0.029951246803069,0.4441143705904196,0.2944024877832075,0.0101753446702327,0.045,0.0720216606498194,0.0547596087615374,5.9,5.045278137128073
4625,Thailand,H013801,2006-10-16,2006,10,16,28.0,7.93,274.66666666666663,13.84,0.6972909305064782,0.380683156654888,0.2455485554729265,0.0291520140664961,1.0679539546973635,0.117760995113283,0.1985757648336957,0.24,0.0314079422382671,0.1629012260641962,6.8,5.821474773609316
4651,Thailand,H310102,2006-10-16,2006,10,16,29.0,7.25,22.666666666666668,6.4,0.1658421672555948,0.1997644287396937,0.2174858634188778,0.0321491368286445,0.2933531377645748,0.352026845637584,0.0003913594103935,0.04,0.0846570397111913,0.042361206777793,6.35,3.49288486416559
3278,Lao PDR,H100101,2006-10-16,2006,10,16,24.4,7.78,240.0,15.58,0.942,0.331,0.223,0.036,1.306,0.074,0.184,0.186,0.094,0.071,6.7,1.16
3324,Lao PDR,H910108,2006-10-16,2006,10,16,26.9,7.0,34.0,19.0,1.041,0.432,0.445,0.053,1.306,0.16,0.385,0.433,0.079,0.056,5.4,1.62
4655,Thailand,H380104,2006-10-16,2006,10,16,31.1,7.07,16.0,8.7,0.1545347467608951,0.1620730270906949,0.4279560538242434,0.0419397378516624,0.3490531006312662,0.3971301643713906,0.0086099070286584,0.05,0.1306859205776173,0.0575148092023694,4.3,8.150064683053042
4642,Thailand,H290103,2006-10-16,2006,10,16,30.0,7.19,2.333333333333354,14.0,0.128150765606596,0.3030388692579504,0.8208337425809259,0.0513307225063938,0.3475677682881545,0.837856952465571,0.0262210804963689,0.145,0.0927797833935018,0.0334068053450888,5.75,1.9404915912031064
3290,Lao PDR,H230103,2006-10-16,2006,10,16,27.8,7.2,44.0,9.18,0.504,0.237,0.172,0.022,0.642,0.113,0.176,0.087,0.015,0.018,6.8,1.34
4636,Thailand,H050104,2006-10-16,2006,10,16,24.7,7.81,199.8333333333332,10.9,0.5269257950530034,0.3354534746760894,0.189423171364829,0.0507312979539641,0.9758633494244338,0.0450999555752998,0.1026927092872719,0.33,0.0657039711191335,0.2035404325664692,7.3,5.433376455368695
3306,Lao PDR,H350101,2006-10-18,2006,10,18,29.0,7.28,42.0,7.88,0.402,0.164,0.199,0.035,0.456,0.153,0.179,0.146,0.038,0.016,8.4,1.05
1136,Cambodia,H020101,2006-10-19,2006,10,19,29.0,7.15,32.0,8.33,0.46,0.2,0.1898,0.0365,0.7097,0.06,0.103,0.1032,0.1282,0.0622,7.479,1.352
1178,Cambodia,H020108,2006-10-19,2006,10,19,23.5,6.84,11.0,8.81,0.5,0.2,0.1969,0.0326,0.6458,0.074,0.145,0.0167,0.084,0.0219,9.4032,1.872
1164,Cambodia,H020106,2006-10-19,2006,10,19,30.3,7.13,6.0,7.9,0.46,0.16,0.2271,0.0343,0.6202,0.065,0.113,0.0051,0.1204,0.032,6.41,2.184
1147,Cambodia,H020102,2006-10-19,2006,10,19,29.5,6.2,19.0,8.52,0.55,0.11,0.11725,0.0363,0.6479,0.069,0.097,0.0543,0.1217,0.0484,7.2653,1.664
1093,Cambodia,H019801,2006-10-19,2006,10,19,29.2,6.98,113.0,9.07,0.5,0.19,0.2205,0.03338,0.7055,0.1,0.135,0.2008,0.1775,0.2132,9.4027,1.144
1197,Cambodia,H033402,2006-10-20,2006,10,20,29.7,6.88,64.0,8.8,0.49,0.2,0.252,0.0368,0.7055,0.075,0.129,0.1371,0.123,0.1333,8.5482,2.497
1205,Cambodia,H033403,2006-10-20,2006,10,20,29.8,6.84,67.0,8.53,0.49,0.09,0.2415,0.0366,0.6543,0.035,0.168,0.1449,0.1128,0.1264,7.9058,1.56
